Motor Type,Device Type,Run Time Since Maintenance,Run Time Since Overhaul,Run Time Since Production,Age Since Overhaul,Age Since Production,TempF Mean - 1 Minute,TempF StDev - 1 Minute,TempF Range - 1 Minute,TempF Max - 1 Minute,TempF Mean - 15 Minutes,TempF StDev - 15 Minutes,TempF Range - 15 Minutes,TempF Max - 15 Minutes,Observations Above Max Temp - 24 Hours,Remaining Useful Life
Permanent Magnet,Pump,2927,5921,11061,528.65,1151.39,72.79,0.26,0.53,73.13,69.98,1.78,5.28,70.15,0,2706.04
Permanent Magnet,Fan,3375,6076,11132,510.65,927.79,71.05,0.27,0.5,71.17,98.49,0.39,0.86,99.07,0,2315.5
Permanent Magnet,Actuator,2781,6278,11129,773.32,1114.17,83.32,5.54,9.16,86.29,72.63,5,14.13,83.71,0,2274.25
Permanent Magnet,Actuator,1654,4883,10118,420.32,948.48,69.46,1.24,2.63,70.07,88.04,3.38,9.91,89.44,0,2798.26
Permanent Magnet,Fan,5024,7852,12623,806.77,1357.28,97.05,0.46,0.9,97.84,69.65,1.98,4.86,70.58,0,1614.09
Permanent Magnet,Fan,1987,5237,10584,826.98,1175.77,79.45,3.94,7.62,83.94,101.81,6.62,16.04,108.1,0,2225.46
Series-Wound,Conveyor,1274,4217,8815,356.7,772.53,97.08,6.21,11,99.48,94.38,1.46,2.93,96.18,0,2520.91
Shunt-Wound,Actuator,5928,9248,13971,994.88,1298.23,75.29,0.32,0.78,75.71,72.51,0.59,1.4,72.72,0,1490.98
Permanent Magnet,Pump,3729,6983,12300,793.65,1286.72,70.75,0.31,0.47,70.83,80.52,0.54,1.27,80.91,0,2161.94
Series-Wound,Fan,1235,3741,8459,289.25,636.94,71.54,0.27,0.46,71.93,74.08,1.2,3.28,75.03,24,894.38
Series-Wound,Pump,2083,4988,10163,511.7,1155.1,71.34,2.57,4.05,73.18,72.94,1.95,5.6,77.58,0,2592.41
Permanent Magnet,Conveyor,4500,7618,12482,584.99,991.49,69.18,5.95,11.49,77.87,77.87,1.86,5.49,78.62,0,1710.62
Permanent Magnet,Actuator,2889,5963,10705,602.09,1128.5,99.18,0.31,0.74,99.19,73.45,0.12,0.24,73.49,0,2473.75
Permanent Magnet,Fan,2492,5396,10434,533,879.63,70.32,0.74,1.71,70.48,76.14,3.79,7.79,80.98,0,2761.65
Permanent Magnet,Conveyor,4047,6580,11847,599.56,940.35,83.05,0.96,2.29,84.15,76.04,0.59,1.34,76.36,0,2125.17
Shunt-Wound,Pump,2044,4844,10334,507.63,942.88,75.51,1.11,2.66,76.54,73.17,0.28,0.61,73.33,0,2885.51
Permanent Magnet,Pump,3959,7045,11899,703.17,1419.5,70.6,0.3,0.64,71.17,78.08,0.35,1,78.11,0,2285.41
Permanent Magnet,Conveyor,5768,8994,13998,657.61,1004.81,103.1,0.23,0.4,103.16,72.54,0.18,0.38,72.86,0,1446.77
Permanent Magnet,Actuator,1800,5173,9958,706.46,1324.95,91.85,0.26,0.56,92.02,69.06,1.53,3.96,71.6,0,2783.14
Permanent Magnet,Fan,1452,4525,9159,414.56,1048.1,88.93,0.32,0.56,89.14,74.91,0.29,0.81,74.95,0,3070.02
Series-Wound,Conveyor,1446,4921,10034,418.67,863.13,71.71,0.4,0.69,72.32,82.34,0.15,0.36,82.35,0,2988.1
Permanent Magnet,Actuator,1004,3947,9339,374.32,819.84,70.01,0.73,1.25,70.68,84.7,0.29,0.64,84.84,0,3211.47
Permanent Magnet,Conveyor,1886,4609,9769,319.33,759.65,71.79,0.87,1.55,71.92,75.68,0.12,0.32,75.96,0,2930.29
Permanent Magnet,Pump,4155,7159,12184,704.88,1086.08,70.81,4.61,7.82,72.87,72.94,2.63,5.44,75.26,0,1924.34
Series-Wound,Fan,4359,7663,12431,797.96,1229.49,72.29,0.94,1.99,73.36,88.88,0.53,1.35,89.01,0,1892.14
Permanent Magnet,Conveyor,2576,5199,10421,626.94,1258.18,72.76,0.24,0.4,73.01,75.35,0.4,1.02,75.71,0,2793.12
Permanent Magnet,Fan,2996,5716,11213,375.55,856.77,73.79,1.39,3.36,74.46,73.33,0.26,0.61,73.34,0,2490.09
Shunt-Wound,Actuator,3846,6427,11049,858.64,1393.87,99.16,0.4,0.62,99.46,83.16,0.2,0.51,83.32,0,1978.58
Permanent Magnet,Fan,5407,8095,13043,645.31,1209.19,76.09,1.79,3.94,76.15,73.36,0.36,0.97,73.76,0,1621.54
Series-Wound,Fan,1692,4500,9593,364.04,768.73,71.64,0.19,0.45,71.68,74.28,0.15,0.46,74.36,14,1680.72
Shunt-Wound,Conveyor,5163,7961,13338,567.58,1201.33,72.71,0.12,0.22,72.85,93.23,1.29,3.84,95.28,0,1560.86
Shunt-Wound,Actuator,4232,7649,12758,1082.71,1462.42,76.16,5.31,10.26,76.18,71.09,0.75,1.57,71.42,0,1847.44
Series-Wound,Fan,5737,8542,13055,664.52,1056.28,74.21,1.55,2.93,75.46,73.07,0.21,0.51,73.21,0,1420.4
Permanent Magnet,Conveyor,1334,4413,9394,506.34,896.96,71.25,3.2,4.9,73.72,98.28,6.45,17.87,99.63,0,2751.37
Series-Wound,Conveyor,1299,3926,9310,254.26,1040.89,77.02,2.76,5.27,81.03,75.12,0.27,0.64,75.53,0,2908.51
Permanent Magnet,Pump,5400,8750,13880,661.9,1029.85,81.67,0.26,0.43,81.89,73.81,3.98,8.33,77.03,0,1662.47
Shunt-Wound,Actuator,2670,5762,11119,390.82,816.78,74.79,0.19,0.3,75.05,87.27,0.33,0.67,87.42,0,2526.65
Permanent Magnet,Fan,4000,6875,11696,1007.34,1321.83,97.08,1.09,2.54,98.63,72.83,3.48,9.54,74.46,0,1918.27
Permanent Magnet,Pump,4252,6818,11831,1061.98,1436.18,70.05,0.17,0.28,70.15,77.04,0.12,0.36,77.34,0,2153.8
Permanent Magnet,Fan,5238,7868,12421,899.92,1239.55,80.91,0.24,0.52,81.25,70.62,0.41,1.2,71.48,13,486.87
Series-Wound,Conveyor,1444,4319,8984,346.16,947.66,72.37,0.23,0.48,72.76,70.15,0.27,0.64,70.6,0,3171.27
Series-Wound,Fan,3472,6035,10920,473.88,941.95,69.88,1.13,2.27,70.07,77.72,0.31,0.86,77.91,0,2321.98
Permanent Magnet,Actuator,5679,8318,13453,818.34,1204.39,72.88,1.54,3.16,73.07,73.39,1.41,3.6,73.4,0,1546.66
Series-Wound,Fan,5219,8465,13755,607.51,1228.93,74.04,4.9,11.5,82.92,69.81,0.86,1.78,70.92,0,1337.96
Permanent Magnet,Pump,2267,5478,10559,371.74,963.9,78.05,4.99,10.72,83.16,72.42,2.8,6.52,77.63,0,2444.63
Shunt-Wound,Actuator,4442,7264,12552,1105.88,1617.26,70.9,0.12,0.21,71.08,76.14,0.14,0.29,76.38,5,1438.44
Shunt-Wound,Conveyor,4966,8191,12900,806.22,1208.9,93.59,3.81,7.81,98.82,71.84,5.37,15.3,79.61,16,1
Permanent Magnet,Fan,3880,6745,11366,733.01,1056.96,70.47,2.75,5.26,74.44,75.96,0.12,0.29,76.13,0,2112.42
Series-Wound,Conveyor,4694,7700,12770,783.84,1138.8,81.74,3.02,7.06,86.74,72.36,3.58,8.74,72.9,0,1515.57
Shunt-Wound,Pump,3048,5801,10814,664.84,1178.17,80.37,1.79,4.06,81.14,83.85,3.47,7.2,88.02,6,1602.82
Series-Wound,Fan,4410,7896,13312,665.35,1040.62,69.26,0.74,1.23,69.32,71.92,1.11,2.57,73.73,0,2020.72
Shunt-Wound,Pump,4743,7609,12626,562.46,1005.77,79.72,0.19,0.47,79.77,72.61,2.49,6.26,74.92,0,1911.74
Permanent Magnet,Conveyor,4457,7675,12648,516.79,903.12,69.98,1.22,2.41,70.67,85,5.79,15.08,97.68,0,1861.18
Permanent Magnet,Fan,3993,6591,11553,519.05,987.94,70.38,0.26,0.42,70.73,72.32,0.18,0.47,72.33,15,828.33
Permanent Magnet,Pump,4846,7481,12208,1025.72,1335.99,74.35,0.3,0.46,74.45,94.54,1.87,4.59,94.61,0,1695.69
Permanent Magnet,Conveyor,4552,7546,13026,908.95,1321.71,71.12,2.07,3.98,72.62,83.36,0.53,1.58,83.43,0,1721.17
Shunt-Wound,Pump,2310,4887,9578,461.32,874.03,71.79,0.93,2.15,72.29,80.73,0.22,0.46,80.75,0,2698.73
Permanent Magnet,Pump,4310,7047,12251,913.64,1585.34,78.96,2.24,3.66,79.71,70.45,1.98,5.52,73.67,0,1904.59
Series-Wound,Pump,2551,5302,10357,433.74,804.81,78.15,3.17,6.17,80.55,69.8,2.58,7.72,72.89,0,2452.76
Permanent Magnet,Conveyor,1017,4471,9047,352.99,940.16,83.11,4.16,8.04,84.43,79.49,0.49,1.05,80.37,0,2917.25
Permanent Magnet,Fan,5541,8757,13906,910.1,1275.18,100.53,1.27,2.41,101.89,73.36,0.2,0.45,73.57,0,1439.01
Permanent Magnet,Pump,5391,8509,13470,989.64,1809.67,70.98,0.2,0.37,71.25,73.85,0.3,0.82,74.45,0,1672.55
Shunt-Wound,Fan,3559,7033,12206,627.13,1381.67,73.84,0.26,0.44,74.03,69.63,0.81,1.88,70.87,0,2416.7
Permanent Magnet,Pump,3810,6954,12357,720.8,1605.09,79.3,5.79,12.5,82.95,78.35,0.12,0.32,78.42,1,1622.68
Permanent Magnet,Conveyor,4473,7805,12608,812.68,1193.3,86.94,0.26,0.5,87.16,77.31,0.25,0.65,77.39,0,2015.59
Permanent Magnet,Fan,2023,4906,9865,714.49,1360.81,70.55,1.84,3.11,70.71,82.72,0.24,0.66,82.74,0,2812.33
Permanent Magnet,Pump,5596,8739,13937,619.84,1190.78,86.03,0.2,0.42,86.31,91.55,0.3,0.63,91.82,13,240.1
Permanent Magnet,Actuator,3615,6914,12388,621.64,1028.02,73.96,1.32,3.21,75.33,72.26,0.34,0.76,72.44,0,2325.83
Shunt-Wound,Pump,5736,8671,14102,674.43,1147.14,85.84,0.26,0.41,85.95,73.21,5.96,16.6,80.99,0,1365.18
Permanent Magnet,Pump,5628,8792,14246,1062.08,1481.16,75.75,0.17,0.34,75.95,75.04,0.33,0.94,75.6,0,1637.95
Permanent Magnet,Fan,3916,6720,11460,511.22,840.7,78.61,0.2,0.36,78.73,102.24,1.59,3.8,104.45,0,1963.96
Shunt-Wound,Pump,1627,4407,9000,544.18,1058.75,71.92,0.42,0.81,72.19,75.99,1.22,2.93,77.95,2,2869.47
Series-Wound,Actuator,1094,4483,9068,317.27,697.12,73.55,5.38,8.21,76.79,70.41,6.45,19.26,73.38,0,2814.87
Shunt-Wound,Actuator,4129,7112,11754,682.71,1101.98,69.45,0.26,0.5,69.87,94.1,4.05,11.16,95.32,0,1820.18
Shunt-Wound,Actuator,5581,8222,13527,738.81,1090.42,74.26,0.32,0.5,74.38,74.06,1.62,3.32,76.38,0,1565.12
Permanent Magnet,Conveyor,2207,5566,10369,766.85,1085.43,72.45,4.35,8.34,72.71,78.93,0.54,1.5,79.59,14,1226.47
Permanent Magnet,Fan,4529,7339,12183,918.69,1320.65,75.47,0.49,0.77,76.09,102.26,0.25,0.66,102.29,26,1
Series-Wound,Conveyor,1623,4886,9457,428.34,1052.78,96.74,0.3,0.52,97.1,72.31,1.3,3.25,73.35,0,2732.45
Shunt-Wound,Pump,3643,6294,10795,822.96,1503.36,80.91,0.49,1.16,81.96,72.73,3.13,9.35,79.82,0,2060.76
Series-Wound,Actuator,4291,7204,12220,871.59,1226.35,102.11,5.06,11.17,108.59,82.38,0.25,0.72,82.97,0,1460.07
Series-Wound,Fan,4931,7520,12553,706.79,1108.66,82.51,1.39,2.63,83.43,70.22,2.73,7.05,73.59,0,1778.82
Permanent Magnet,Conveyor,3626,6386,11833,447.91,907.39,71.32,0.1,0.23,71.33,88.45,4.94,13.29,98.51,0,2091.77
Permanent Magnet,Conveyor,5716,8680,14083,679.87,1357,81.94,0.24,0.37,82.14,72.32,0.45,1.16,72.58,11,472.46
Series-Wound,Pump,3694,7052,11793,827.61,1155.53,80.73,0.29,0.47,81,84.47,0.25,0.56,84.81,0,2070.25
Series-Wound,Fan,5543,8812,14179,822.65,1583.72,74.44,0.35,0.72,74.92,71.17,3.33,8.96,76.52,0,1391.49
Permanent Magnet,Pump,2763,5321,10325,529.28,1029.34,72.17,0.16,0.28,72.3,72.58,0.63,1.48,73.1,0,2694.93
Permanent Magnet,Actuator,2335,4894,10096,582.87,1119.66,96.9,1.01,2.07,97.41,78.97,3.21,8.93,85.43,0,2427.06
Permanent Magnet,Conveyor,5866,9266,13835,1145.24,1444.09,78.03,4.7,10.37,85.66,71.94,0.32,0.92,72.24,0,1270.7
Permanent Magnet,Fan,5666,8328,13256,598.3,1095.59,100.6,2.46,5.24,101.02,98.04,0.73,2.13,98.43,14,1
Series-Wound,Conveyor,5987,9118,14390,647.65,1242.33,70.58,1.55,3.27,73.46,102.25,2.09,4.41,104.03,0,1104.1
Permanent Magnet,Actuator,4397,7728,12685,545.13,955.98,98.03,0.3,0.6,98.42,71.78,0.26,0.74,72.19,4,1555.88
Permanent Magnet,Conveyor,4452,7898,12693,734.8,1228.13,70.94,0.43,0.87,71.44,76.45,4.59,13.04,78.41,0,2037.95
Permanent Magnet,Actuator,5572,8472,13263,1149.85,1895.38,90.59,0.24,0.48,90.79,84.37,3.59,8.9,84.71,0,1343.81
Permanent Magnet,Actuator,1864,5103,10588,393.2,1121.26,80.88,2.32,4.47,84.38,86.23,0.74,1.94,86.75,0,2757.5
Permanent Magnet,Fan,3689,6202,11589,820.58,1178.95,74.88,0.3,0.64,75.19,79.1,0.15,0.32,79.24,0,2356.45
Shunt-Wound,Actuator,5923,9288,14247,802.63,1271.25,73.11,2.64,5.61,73.65,73,0.18,0.53,73.23,0,1440.01
Permanent Magnet,Fan,3108,6348,11260,646.69,1273.63,75.27,1.07,2.49,75.93,102.9,1.46,4.27,104.87,0,2112.92
Permanent Magnet,Fan,5246,7843,12426,871.38,1466.45,75.5,0.75,1.15,75.65,76.13,0.22,0.64,76.46,0,1625.89
Permanent Magnet,Fan,1438,4260,9655,477.34,858.31,74.23,1.94,4.29,74.81,72.62,2.19,6.56,73.41,0,3007.42
Series-Wound,Actuator,1290,4410,9677,444.19,1103.18,69.72,0.88,1.57,70.02,70.01,0.38,1.12,70.21,8,2310.42
Permanent Magnet,Pump,1408,4402,9542,416.76,807.15,74.69,1.88,3.12,75.08,70.85,1.23,3.36,71.04,0,3186.65
Permanent Magnet,Fan,3724,6425,11481,671.31,1085.62,69.17,4.5,8.65,75.4,72.13,0.78,2.27,72.46,0,2021.15
Permanent Magnet,Actuator,3242,6739,11590,979.01,1290.23,94.79,0.26,0.65,94.96,73.12,1.97,4.15,73.95,0,2241.35
Permanent Magnet,Actuator,4179,7408,12643,1232.36,1674.02,73.95,1.1,2.58,76.04,72.16,0.27,0.79,72.24,0,1992.34
Permanent Magnet,Fan,2859,5687,10458,470.44,1031.65,101.1,0.2,0.38,101.23,74.06,0.37,0.99,74.54,0,2371.77
Permanent Magnet,Fan,2059,5309,10656,394.18,740.23,71.93,0.49,1.2,72.22,72.95,3.95,11.14,79.84,0,2784.71
Series-Wound,Conveyor,4464,7407,12005,738.22,1217.03,91.42,0.2,0.45,91.58,70.67,1.05,2.43,71.16,0,1828.01
Shunt-Wound,Actuator,4528,7848,12571,717.7,1288.99,71.52,3.41,7.98,77.84,73.85,1.38,3.79,75.82,0,1717.73
Permanent Magnet,Pump,4170,7424,12741,507.74,1020.89,73.88,1.85,3.26,75.03,73.77,1.02,2.47,75.83,0,2189.26
Series-Wound,Fan,3795,6301,11019,494.86,926.21,72.21,0.12,0.22,72.37,73.2,0.27,0.55,73.49,26,1
Series-Wound,Pump,3985,6890,12065,523.18,885.2,71.72,2.18,3.95,73.84,69.9,1.51,4.47,70.17,0,2100.59
Permanent Magnet,Conveyor,5545,8663,13527,1011.3,1768.69,94.16,6.56,14.93,96,73.91,1.64,4.72,74.05,0,1086.21
Permanent Magnet,Actuator,1450,4524,9266,463.83,782.27,74.17,0.48,1.18,75.04,71.15,0.38,0.85,71.34,0,3088.32
Permanent Magnet,Fan,4560,7464,12502,717.5,1433.66,76.03,3.69,6.57,80.62,82.55,5.83,14.77,93.32,0,1546.42
Permanent Magnet,Conveyor,5823,8356,13623,702.33,1268.96,72.01,2.61,6.19,72.58,72.06,0.12,0.26,72.25,18,1
Shunt-Wound,Pump,4665,7465,12955,579.49,1014.44,81.35,3.65,5.62,82.2,72.62,0.76,1.87,72.72,0,1771.4
Permanent Magnet,Pump,3054,6140,10994,547.86,885.46,80.21,0.25,0.43,80.34,73.11,2.86,8.53,77.2,0,2554.57
Permanent Magnet,Conveyor,3976,7202,12206,1084.14,1549.63,75.27,0.15,0.22,75.32,72.19,1.34,3.18,72.45,12,987.88
Permanent Magnet,Actuator,4776,8149,12934,775.56,1179.76,74.17,0.29,0.7,74.49,87,4.43,11.82,94.54,0,1705.92
Permanent Magnet,Fan,5745,8818,13452,1328.57,1723.75,69.29,0.21,0.38,69.47,85.22,0.8,2.19,86.87,10,467.92
Series-Wound,Conveyor,5442,8917,14030,938.68,1293.97,70.73,0.28,0.52,71,75.07,0.28,0.72,75.34,0,1695.16
Permanent Magnet,Actuator,1858,4801,10193,357.68,995.4,70.63,0.13,0.31,70.65,73.5,5.72,12.26,80.37,0,2870.92
Permanent Magnet,Conveyor,4110,6833,11993,579.41,994.28,70.86,1.21,2.29,71.52,70.58,0.24,0.57,70.93,0,2293.71
Permanent Magnet,Pump,3192,6196,11221,676.13,1456.77,95.47,2.35,4.68,95.98,85.94,0.14,0.4,86.19,0,2042.03
Series-Wound,Fan,1401,4705,9473,688.16,1043.53,70.1,1.13,2.29,71.59,100.44,0.28,0.64,100.83,0,2737.97
Permanent Magnet,Conveyor,4927,7550,12772,655.94,1234.98,70.54,0.26,0.48,70.9,97.16,1.17,2.57,98.17,16,175.16
Permanent Magnet,Fan,1356,4076,9573,282.7,1061.32,73,0.16,0.25,73.06,71.73,4.65,12.75,74.09,0,3038.29
Shunt-Wound,Actuator,1967,4548,9170,320.71,665.39,69.04,3.49,5.68,71,89.7,0.21,0.57,90.1,0,2789.99
Permanent Magnet,Fan,1328,4016,8964,320.04,822.67,85.6,1.19,2.68,87.24,69.91,0.48,1.3,71.02,0,3046.7
Series-Wound,Fan,5005,7813,12906,971.48,1533.9,81.32,0.26,0.64,81.76,71.08,0.43,0.92,71.9,8,1052.4
Shunt-Wound,Conveyor,2881,5679,11056,433.48,898.45,70.28,1.1,1.85,70.37,72.17,2.1,5.81,76.42,0,2612.03
Shunt-Wound,Actuator,5945,9362,14471,721.64,1388.2,72.1,0.2,0.5,72.38,71,0.37,0.78,71.47,22,1
Series-Wound,Fan,5810,8615,13128,1186.8,1517.1,89.16,3.1,5.46,91.22,77.77,0.1,0.29,77.94,22,1
Permanent Magnet,Conveyor,4642,7721,12702,1113.65,1522.52,93.46,0.47,0.92,93.86,102.29,3.28,6.98,104.22,0,1372.09
Series-Wound,Conveyor,5130,7757,13141,691.82,1298.21,90,1.19,2.48,90.46,70.63,0.24,0.67,71.12,9,755.69
Permanent Magnet,Pump,5436,8786,13916,997.42,1358.54,70.3,1.87,3.1,70.63,69.49,0.18,0.45,69.81,0,1621.71
Shunt-Wound,Actuator,1270,4362,9719,332.76,1116.99,85.85,1.38,2.37,87.94,85.43,0.45,0.94,85.74,0,2785.94
Permanent Magnet,Fan,1112,3987,8808,287.67,1006.69,89.86,0.51,1.13,89.87,69.89,0.31,0.73,70.39,0,3224.6
Permanent Magnet,Pump,2920,5486,10499,584.26,960.45,78.95,1.88,3.23,81.36,70.44,0.36,0.95,70.6,0,2516.55
Permanent Magnet,Fan,5876,8506,13059,548.91,884.98,72.46,3.98,9.02,73.86,85.2,5.59,11.86,92.22,0,1122.78
Series-Wound,Conveyor,3142,6017,10682,441.74,766.56,74.21,0.24,0.41,74.56,86.69,2.36,5.17,86.99,0,2359.22
Series-Wound,Fan,5966,8529,13414,771.37,1180.38,73.41,0.21,0.39,73.51,73.3,1.23,2.66,74.63,0,1499.13
Permanent Magnet,Actuator,3657,6296,11431,603.35,1215.53,86.89,6.35,15.65,98.86,69.03,2.92,6.53,70.2,0,1886.95
Series-Wound,Fan,2947,6193,11483,443.18,972.09,99.58,0.24,0.59,99.85,73.02,0.51,1.48,73.13,10,1520.76
Permanent Magnet,Pump,1369,4580,9661,325.04,735.47,77.84,0.99,1.51,78.43,83.47,0.62,1.67,84.74,0,3048.74
Shunt-Wound,Actuator,1147,3969,9257,324.79,679.6,70.99,6.7,12.96,74.03,72.89,2.59,6.15,74.41,0,2812.88
Shunt-Wound,Conveyor,5759,8984,13693,724.52,1238.67,70.24,0.66,1.22,71.09,71.93,0.21,0.48,72.14,0,1593.93
Permanent Magnet,Fan,1097,3962,8583,532.53,850.43,70.02,0.84,1.7,70.39,82.19,5.96,14.05,91.46,0,2968.03
Series-Wound,Conveyor,5350,8356,13426,607.75,1036.52,74.87,1.14,2.46,75.25,73.51,0.35,0.89,74.19,0,1703.44
Shunt-Wound,Pump,5243,7996,13009,603.59,1145.18,73.36,0.29,0.52,73.64,76.77,4.56,10.23,77.96,0,1769.28
Series-Wound,Fan,3306,6792,12208,567.16,1293.57,104.82,0.21,0.44,104.9,79.97,0.36,1.06,80.91,0,2012.93
Shunt-Wound,Pump,1385,4251,9268,390.16,779.18,101.73,0.26,0.57,102.12,73.88,0.29,0.59,73.95,0,2938.3
Permanent Magnet,Conveyor,3396,6614,11587,575.42,1349.33,70.2,0.14,0.26,70.23,84.92,0.28,0.68,85.4,18,585.6
Permanent Magnet,Fan,3668,6266,11228,801.53,1343.06,72.24,1.66,2.58,74.06,73.89,1.38,3.32,74.96,0,2280.45
Permanent Magnet,Pump,5889,8524,13251,1360.82,1718.56,83.7,2.3,5.46,86.19,73.61,0.22,0.65,74.12,0,1288.93
Permanent Magnet,Conveyor,5496,8490,13970,855.21,1370.18,95.81,0.48,0.85,95.97,84.12,2.32,6.03,87.31,0,1442.12
Shunt-Wound,Pump,3870,6447,11138,840.11,1163.49,73.11,0.24,0.49,73.32,87.16,0.13,0.35,87.23,0,2139.14
Permanent Magnet,Pump,5122,7859,13063,915.06,1696.31,104.14,2.27,5.08,107.42,71.95,2.48,6.64,73.25,0,1355.4
Series-Wound,Pump,4565,7316,12371,1090.54,1460.62,81.59,4.77,7.97,88.35,98.7,1.71,4.1,102.07,0,1315.87
Permanent Magnet,Conveyor,5808,9262,13838,834.84,1269.55,92.04,0.15,0.29,92.27,73.64,0.36,1.06,73.73,7,777.18
Permanent Magnet,Fan,3889,7105,12254,475.71,1040.09,85.73,0.61,1.45,86.39,74.7,0.28,0.57,74.86,0,2269.65
Permanent Magnet,Pump,3434,6552,11513,627.15,946.68,71.46,5.93,12.91,76.55,84.82,2.03,4.71,88.8,7,1235.91
Shunt-Wound,Fan,4442,7916,13089,1221.37,1572.99,73.85,5.89,9.73,74.26,69.95,0.66,1.41,71.04,0,1637.29
Permanent Magnet,Pump,3058,6202,11605,544.43,997.75,76.84,1.48,3.66,79.39,87.66,0.92,2.57,89.89,0,2290.97
Permanent Magnet,Conveyor,2398,5730,10533,404.57,1091,70.94,0.12,0.28,70.97,73.51,2.2,5.26,74.71,0,2811.88
Permanent Magnet,Fan,1677,4560,9519,587.86,998.06,86.37,1.52,3.52,87.92,75.8,0.2,0.6,75.92,0,2919.15
Permanent Magnet,Pump,4692,7835,13033,859.89,1318.54,72.78,1.57,2.98,74.29,74.78,0.26,0.58,74.88,0,1857.79
Permanent Magnet,Actuator,3245,6544,12018,461.17,1067.04,71.26,0.27,0.54,71.54,83.32,1.57,3.25,85.35,9,1644.54
Shunt-Wound,Pump,3097,6032,11463,675.62,1134.46,71.97,0.41,0.95,72.24,72.65,0.29,0.78,73.34,0,2600.37
Permanent Magnet,Pump,2555,5719,11173,882.48,1337.61,72.45,0.2,0.35,72.52,69.53,3.99,10.86,69.53,0,2751.51
Permanent Magnet,Fan,2999,5803,10543,603,1244.03,74.96,0.99,1.74,75.52,70.38,0.53,1.11,71.37,0,2511.85
Shunt-Wound,Pump,5400,8180,12773,551.46,916.55,79.7,0.56,1.37,79.76,99.6,0.2,0.55,99.67,0,1352.24
Series-Wound,Actuator,1714,5103,9688,577.31,930.11,72.22,2.07,3.33,73.96,73.21,3.67,8.19,77.08,10,1873.96
Shunt-Wound,Actuator,5425,8408,13050,548.15,920.21,74.59,0.26,0.53,74.83,81.66,0.22,0.53,82,12,491.73
Shunt-Wound,Actuator,4736,7377,12682,485.41,1181.41,94.61,0.46,0.82,94.97,77.48,0.17,0.41,77.75,7,1061.98
Permanent Magnet,Conveyor,2110,5469,10272,378.83,770.67,71.49,6.47,12.39,79.46,72.63,0.53,1.29,73.54,0,2655.8
Permanent Magnet,Fan,1878,4688,9532,377.64,1081.55,75.39,0.11,0.23,75.49,74.59,0.3,0.66,75.02,0,3028.22
Series-Wound,Conveyor,4757,8020,12591,599.1,1247.77,72.33,0.4,0.64,72.37,80.62,0.25,0.73,80.74,0,1774.36
Shunt-Wound,Pump,2508,5159,9660,779.77,1070.39,91.26,2.85,6.48,94.65,73.56,4.2,12.48,79.41,0,2264.44
Series-Wound,Actuator,4940,7853,12869,822.74,1186.79,82.84,2.91,4.44,83.62,69.32,0.26,0.53,69.7,0,1664.86
Series-Wound,Fan,5919,8508,13541,782.76,1408.76,92.62,0.28,0.56,92.82,70.58,0.33,0.85,70.8,0,1297.88
Permanent Magnet,Conveyor,2946,5706,11153,609.74,1022.16,73.14,1.12,1.76,73.91,69.85,2.07,4.9,71.06,0,2556.06
Permanent Magnet,Conveyor,1686,4650,10053,342.11,866.53,100.66,0.59,0.93,100.91,73.63,0.53,1.1,73.67,0,2972.19
Series-Wound,Pump,1255,4613,9354,438.96,924.14,75.83,2.03,3.95,77.02,73.06,0.18,0.51,73.08,0,2918.79
Series-Wound,Fan,4874,8143,13510,553.84,1180.7,79.13,0.19,0.41,79.43,83.07,0.33,0.78,83.64,0,1655.95
Permanent Magnet,Pump,2407,4965,9969,704.7,1142.3,93.4,1.43,2.72,94.89,96.35,0.73,2.15,97.08,16,909.02
Permanent Magnet,Actuator,1910,4469,9671,505.89,992.27,73.38,1.31,2.65,74.77,71.92,2.71,5.83,73.49,0,2952.02
Permanent Magnet,Conveyor,2637,6037,10606,432.88,843.57,97.07,6.01,9.22,100.37,84.74,3.25,7.26,90.42,0,2079.84
Permanent Magnet,Fan,2086,4748,9676,356.84,1127.03,70.85,1.04,1.7,71.55,74.49,0.54,1.32,75.62,0,2840.31
Series-Wound,Conveyor,1182,4313,9585,520.86,988.01,73.68,0.63,1.45,74.53,91.52,5.31,12.44,100.31,14,1489.19
Permanent Magnet,Actuator,4988,8319,13276,1224.92,2015.4,73.71,0.2,0.34,73.98,80.17,6.72,13.99,92.65,0,1637.78
Permanent Magnet,Conveyor,4466,7912,12707,951.55,1707.16,73.25,0.17,0.37,73.43,70.66,0.33,0.72,70.95,14,647.2
Permanent Magnet,Actuator,4790,7690,12481,1102.38,1567.43,87.13,0.71,1.78,87.54,73.81,2.59,6.18,78.78,0,1799.49
Permanent Magnet,Actuator,3551,6790,12275,932.94,1683.95,70.93,6.64,10.43,78.6,71.85,1.44,3.97,73.13,0,2015.89
Permanent Magnet,Fan,1813,4326,9713,335.31,936.38,71.52,0.65,1.13,72.15,69.33,0.28,0.78,69.66,0,3090.81
Shunt-Wound,Actuator,3790,7155,12114,777.04,1274.02,96.55,0.24,0.49,96.86,94.97,0.86,1.72,96.18,28,1
Permanent Magnet,Fan,4874,8114,13026,926.45,1461.48,71.61,1.63,3.55,72.89,77.06,1.1,3.24,78.7,0,1810.3
Permanent Magnet,Fan,2279,4876,9459,633.76,1082.21,81.01,0.59,1.17,81.91,72.56,1.45,4.13,73.36,0,2810.85
